area,energy
458684.75223,102.55156613
1362571.07809,68.311963738
106079.186171,116.051121112
8483.39307524,79.614279124
46165.7684072,120.107583729
396423.251887,88.3717816626
576538.777159,90.6716851794
8724.76923253,101.599679085
140381.110124,71.1570321117
3922.14105181,103.326046035
85393.4973898,145.873503836
5313.25784141,69.4722483261
849648.017905,65.8998027891
217438.136664,99.1683612728
227855.685334,84.0035694474
95050.8152877,90.7435994731
861.602239927,61.1929081417
1010882.97092,64.4543878756
39805709.9228,107.634019287
5074960.73996,84.9714192738
1654893.62403,73.6796708728
1299575.54504,125.745607717
1021369.58159,93.9653299085
283868.510934,131.927029499
152854.117729,72.9864087572
1203770.06282,54.6262489061
10389399.7315,73.074679459
368453.397749,64.2345488884
563151.549778,85.5794963616
56678952.209,7211.37819907
22543811.1778,91.4717122669
62679.3187669,71.4045891209
11980118.0093,122.097205822
20303.4379371,128.753517937
112144.962597,76.7257562902
1264183.97073,149.373232771
68541.1248237,99.1186709987
347331.697498,112.181597994
108513.615564,109.752793442
26423.1391159,83.7628843407
2922547.44333,57.7099881402
1144436.75278,55.2466315512
1071761.10834,108.424809186
33365.3857525,111.934132058
518558.656103,75.8362518998
2906815.026,112.981110629
146561.586278,81.5243279547
120853.100906,82.1305971802
505611.01783,141.414532299
42148.5864536,82.3706141151
227172.295267,65.6255685874
1110501.3262,131.56470702
4997518.01315,94.7786359548
324814.039212,80.8324698014
1764775.96462,125.389789452
1044460.69513,70.0638742636
47305.1956212,123.321944281
56582.1243706,101.714934911
703984.080563,94.333235928
2697250.59096,57.3101698944
26097.3238329,83.1897087836
97697.5442517,87.1383297116
11969329.4986,82.6658917293
31684.3558545,93.4718199709
487996.599427,67.0235131405
78553.8592029,70.4725003831
316191.066676,55.0548967297
177410.623096,79.3477932531
583329.854569,108.090311891
2746.19461895,98.9082990997
51118060.2339,82.9272190075
1567521.17379,95.4280208817
2092403.61552,89.5744005411
743230.975219,77.9170448447
396826.369792,89.7514476191
125912.681935,98.6265563162
2219102.85827,113.268330239
2024846.34554,55.913469354
263194.306098,67.7164880637
56316.3387179,89.6066293169
2061165.04203,72.8571541304
319104.749709,69.0994511337
17004.9091515,79.5196425031
93185282.6598,113.803638945
192125.381345,101.678045839
67260.9712221,100.855463237
3886.22087687,95.5377287761
1009030.2408,93.6207577421
66298.2834143,80.4343560722
1237282.20423,107.685045318
9198.26063705,77.4716478251
37566617.4734,162.486702376
187009.904301,98.9763690325
1587264.51847,77.9548671284
16525.8675411,65.8801937719
456451.159082,38690.4190159
26578.6039768,122.44271855
23605494.1391,52.3775828384
34180.1706609,83.8374190259
8662140.70176,75.1664553922
60869.2463897,82.1131194616
207516.409773,79.1905905047
21758513.9239,89.4904398617
6995162.16375,126.354526447
58763.6992861,114.925952
287315.571296,138.465546389
153089.189847,87.3010890772
373877.086731,52.3942107374
125366.987171,95.2104941897
399946.686063,99.1150191257
118785.906239,106.861538173
911225.132828,86.7392923033
3892.34679539,95.3919427602
28880149.9041,127.453604994
13180.1659769,103.485844251
25515.4909401,100.967387253
819.027663643,94.8654376027
59855006.6311,77.7142733474
19075.2319203,74.9558165328
507904.798736,141.26759851
5263647.90398,111.218242393
3543.46841263,76.1764195682
34689.0899069,119.85560173
3382.83703834,87.4838191712
153691.351008,110.359652915
41464.1469411,93.4389574547
5316162.80998,100.498481905
5333484.34163,78.5874116519
4846.32298414,87.1938117313
825677.545902,106.405826518
647284.603204,98.8883070744
175480.844836,120.295885421
42516.8092609,82.1159619983
16776.724957,81.2632685564
2352.72634183,70.7416008984
9153.93129907,59.2989424572
43743.8056889,61.0971429764
1293222.63013,126.86091214
1344581.33237,89.7903171343
236365.419895,96.9507105446
8774875.64886,107.196751763
30901113.5086,70.0434465317
1024492.82587,87.5094797433
4040310.45538,91.7485112872
31822.0567647,100.424139232
18439.4446699,53.7844237994
2218996.77823,71.2137559858
29366.0740952,85.5917809096
8978.48291798,111.617267357
837496.466821,99.8982137177
199592.95378,63.5148092634
17122.2671289,101.56527314
53389.3475161,90.4369578044
201154.885208,89.6220040039
5345318.0257,74.611191295
1656.15000854,93.9340750871
41820.8330935,76.6647418993
3238519.57615,59.8129880603
1265717.76301,103.040097992
61561.202218,79.4828400434
296630.735464,101.64216088
2092433.99343,70.8878224505
46674.2441449,66.6644371928
139610.115698,105.53533382
24949.402157,95.1917284856
1576716.07588,127.790790083
229497.121289,91.1684579305
371801.695346,107.354496301
218875.897728,76.5184224865
104439.227772,58.2980978986
124804.000843,99.4724461068
195589.142462,103.226324788
95629.3078956,77.5102038244
989298.942026,79.2652872378
291251.991123,48.3030220521
478509.694575,87.4825602589
2400344.43033,93.8207033711
118127.738251,98.5272334985
60903703.8603,82.7380851823
4362392.56512,103.154239548
441558.854767,67.7713847952
84749.3065255,67.6933364961
13217.5487344,76.1180732134
1456008.07202,70.1490433895
374810.414436,80.2811261817
20972.979877,84.5157849327
107047416.91,123.764984199
941730.5402,92.8039347873
298166.459336,76.9025983
1210181.36724,101.558817016
205651.219168,117.799915439
52548631.099,75.4050890685
6745.03043162,105.277385698
177436.500277,93.4749402419
110326.261838,121.803741889
186782.179126,101.435345382
12195.046114,61.9484954563
229754.902845,94.0571261136
570407.94184,59.7909608019
918324.828453,110.290576091
254113.579937,99.4096612343
186827958.515,117.483945178
73436.8462864,87.8084854565
1594683.8817,100.561898856
456693.476994,130.225269842
115357.426613,87.3972664858
41478.7519538,97.2444956613
221424.448526,72.4811286366
4547454.31381,92.758195325
262851.680173,121.919164015
606076.763566,83.2167635591
43854.4459936,93.4633028941
634757.560262,130.568136244
24912.4456391,116.857546316
8002088.65802,140.59332639
21458.7290075,39173.7325901
175709023.401,81.0124982893
80192.0413942,86.3746158637
102518.581361,95.8255715648
358926.037509,68.8033595462
270988.890271,97.1564119231
362285.772116,69.9095529365
1037988.31418,83.6958501314
161348.734921,88.0362852079
83374.0189946,125.9640578
433497.711432,90.192815796
690359.828753,83.6507447051
375636.201502,58.781177864
166102.829541,132.929348106
14784.5500819,143.529944661
388969.034255,71.5972734583
693682.997911,99.9161108366
11496562.1761,53.8612378409
329428.178682,80.3037264358
1356863.33437,86.9402234279
21375.1528625,130.154034322
647937.337971,91.1076721603
580153.06618,65.1808118636
4502001.30495,66.1152377257
2445216.37689,177.411009464
4001523.52923,83.7868220436
249300.416034,84.4290791082
1425958.16402,107.675235599
238686.187509,84.6296315444
1287757.39442,135.19906653
36928.5848833,84.8218486497
189566.014025,50.9263787252
31319479.2926,103.895215069
465063.26673,70.7048901381
624660.460968,89.9572846747
378420.09688,116.310192231
421240.999726,66.6843708574
61892.3206445,79.8903233895
502604.596103,123.528735698
708953.523797,75.8582978227
47582.7833402,78.6445447177
2048190.34848,80.4847861686
503601.788234,79.7298713525
108505.880403,116.435274836
1966035.88922,67.3053634737
3678.72029001,100.821961616
314410.725881,124.282383295
2431504.46764,93.8048340982
233812.310441,98.9085802095
1005.70531764,72.6215278516
181025.787193,68.4982409339
4273617.78884,58.16626729
11214.2853256,116.921067521
2602938.40615,112.180409806
2235.27116739,129.770611775
1510.31813556,80.2412613987
50534757.5403,76.9778965341
570592.184157,72.4974827411
915960.259035,75.3395804699
44500.754523,118.913477496
11450.6524836,160.366814064
3774.19316823,81.5323743853
307133.096669,102.9422313
4739017.7585,106.017098118
2189209.87887,93.3789605982
312403.327765,80.1766787517
506288.265428,89.1316581244
23582639.9682,85.5955260525
4277478.33476,113.627965137
1954580.11163,159.631911103
450019.503272,81.64281473
25365.5017446,92.0683409352
44763.5965456,110.014544109
45200.8150866,95.1046280197
305543.472847,111.640586083
768.315374014,89.9563565694
16603724.9882,107.389944406
7630218.33538,95.0359999371
250726.23732,100.997247717
1814221.7884,119.613678711
35872.8884969,79.0306696711
11841450.6839,69.5939871633
23762267.6374,106.467086959
80031.1749093,73.6240411088
3341.56603406,104.544715643
7240.97299534,115.641436004
574664.357901,116.562402182
24134.7326572,110.512256109
248851.127283,120.887591909
169614.458557,88.6353663045
89647.6952119,96.1270840919
60121.0080264,109.96532743
302697.620913,112.913107051
6343734.94787,84.2486395496
6672655.96929,93.5387938908
264582.012446,143.293132365
219085.08998,98.2035002406
15915685.0827,82.5765201918
1159661.05363,80.9721030912
156688.010875,96.3987431268
1612.34183899,105.383101671
1501052.06627,108.487907386
34426.7400416,70.2835965987
10281165.1721,70.8542918863
520844.547443,129.176315975
90268.0490043,79.604164829
124828.169936,124.562464558
21531.1502333,66.9240481294
149414.02289,73.246080506
377318.678713,119.322561779
11116.3493807,80.0960626076
12787.5047969,106.013658212
61931.9727568,76.3382949926
21302.0528744,72.5504236489
30197170.3501,84.4335341879
1064938.08302,57.864188074
10680.380938,99.7363793064
262070.469121,107.434072868
27778.6735361,99.9879934255
10170216.5725,75.5518968675
30081.1576941,84.5808426855
8571011.93208,100.886719955
486304.670465,73.2657636525
2022.29048096,81.1036812571
3450106.96787,95.433631237
4043.20664424,93.301722257
3531986.36213,89.3146806326
27985.0250734,82.1826644669
14483.5141719,79.534957528
5085438.80269,105.861333076
317529.371687,68.7504121759
1444790.27168,96.7539305633
3150.66714877,82.6090784646
1775118.45251,88.5885489986
3606547.31438,56.5886973387
501083.712729,107.688445099
5819.25947292,79.7043341502
535914.47055,80.4216497472
2947318.53765,112.747131586
3266750.42745,92.9765370521
13851.6086985,149.278177041
41474964.4619,100.052846189
562737.807164,101.647582977
1718823124.99,73.6970113579
5594369.31634,80.3322730289
259415.882632,104.131223918
816731.725653,74.061697865
12107897.7835,86.3165012212
267198.914811,63.7624569934
1493998.6797,95.5442139519
1150755.72406,81.873030612
15756.9134118,90.6402548862
202957.535325,124.913439056
637967.663429,115.887718277
1716.50285072,107.368840421
10861.7665493,87.4148480146
7719.44487998,91.4454567717
4701830.81454,99.8322636179
1386.33665141,85.9326818997
4025139.71324,76.3691870566
215457.088106,76.9170997468
4453111.9784,115.946132164
19879.5855114,118.085497483
26005.6699481,74.4955832061
1735577.28753,99.7536288797
195539.0929,95.211205651
16835.2090635,76.4766175534
680.649447373,143.57432253
36731.5362672,153.688269347
121836.652589,83.2369082981
1555758.72129,112.383594096
181627.521067,91.2937801439
491527.510485,94.8639018695
198080.051829,71.171939334
579283.485711,74.0124130374
3538146.33926,80.4904185121
2585115.80633,94.5852149672
36463331.8605,102.98303341
8201.65877494,100.272854029
191364.297652,103.389439933
132335.372714,64.2881182758
29512.7297749,119.200808336
261879.748998,161.222980833
6233280.16747,64.9669338764
266601.976335,72.3189275258
92848.5172502,99.8693466538
173422.139737,60.5201419362
658366.957521,85.9375746748
43531.0354507,108.293212366
18384.7922903,86.3075255311
4298.59373413,59.7202113732
1097121.54988,121.862580193
2234663.23129,58.2648283753
298352.536838,84.8731549217
1994763.37822,75.6665741174
245272.838102,101.421203962
39583821.6186,81.0610705907
61248.9330391,76.9069075499
2195155.77709,66.5139968978
322255.224985,89.2389379034
308842.641664,75.1493677159
16608214.7826,122.706798591
1406045.11483,128.622980176
167113.715798,107.708443006
260613.752511,8849.651596
4199220.56511,66.1171549386
760694.824178,84.836724712
33353.2413561,90.3478649317
3941104.11509,97.5327997612
743413.6222,144.505237039
1755407.03068,66.6594111563
257563.642488,77.8605202845
1207313.1973,87.8638804521
19135.6078394,104.666194623
18286.268264,73.545601301
5115704.06393,97.9489483959
509937.632732,82.6259204249
178446.463837,92.706182528
114268.23933,72.9442276306
48511.9334214,88.1840079772
214613.168792,69.3355828386
646412.205887,67.7978443608
1978051.8057,126.048668025
478235.037614,76.249616914
37548954.4173,95.5275351593
59036.8255118,82.1246361168
1066000.41027,65.9276052398
202764.970305,100.996214523
29006.0823629,132.991997169
42600.3277419,93.0619225773
638363.725052,109.02370613
50538.7579152,100.801736213
132769.685032,70.6774779849
3145453.45581,76.7342993325
899515.091601,81.9530837759
239296.307432,116.117859953
171477.263865,110.196187652
236454.596018,85.4568919192
405519.004222,86.1919560332
83457.9112271,151.700443571
361888.097035,111.229911965
3013342.32626,110.934279535
3051008.72199,92.0770600656
2386488.02663,64.3655591591
10336.1035927,95.7836100686
268892.241051,85.2764746958
28031.3402156,96.5046006369
9970.26863868,129.897648569
17068.7208037,63.9932558335
789083.238872,71.2832729552
409777.384715,139.906368955
4867744.1539,102.274530909
958743.322978,100.50991557
131643.866079,115.336707138
267013.38099,90.5865196606
5869368.5103,69.8534191074
42677.8330309,77.6469569993
217735.0575,113.663772873
1837561.83982,106.631847215
54816.2349699,57.8475166829
2748693.26452,119.72823322
7364707.88238,118.185413349
1385981.72248,125.500109157
3070798.22018,76.78493643
3296210.3057,120.324549203
1263604.6326,95.4798365885
144320.311335,67.5848109818
541021.312315,79.9745294554
3332614.5421,88.8314344832
5316419.14212,62.9346133535
436502.066819,94.544666401
59682.0596682,75.7577024879
267209.687722,115.809335978
667417.132917,77.2778853618
6366.2636202,116.457305413
124599024.851,75.6316133391
137154.511153,68.6165887154
8037491.33505,72.4382796473
7196612.10986,109.423580118
441769.346193,105.697478281
2460886.09237,96.0585352954
832936.999986,93.2712145686
684119.054588,57.7329414289
1420396.52714,87.6922111963
24866959.5166,108.434982621
312776.097421,70.7347529677
1004798.01885,106.852122192
94549.0477586,116.642948368
14045918.9092,71.2580330709
84792.4014761,107.086817934
114938.408013,126.13516861
86059.5592565,88.7750993314
40169.0161855,51.3730136224
3154092.37364,107.528469495
16778.5061938,76.8575040254
103959.976808,75.0981478564
2479838.89072,140.241263845
7769707.76634,76.0940979443
46786.0381451,105.30754328
103966.838258,51.3644571158
218326.363182,98.8738209834
1247325.0266,70.9658756609
6978.86730193,62.5365936943
3222989.09925,90.1562452151
893424.93948,65.0809334435
642179.639514,78.1996724023
10277547.9106,156.332221625
92559.9301191,101.264600337
440782.375518,94.8318794376
514921.019778,68.9737060774
80395.3317551,86.2162822582
1307425.45084,91.2169415856
593746.651746,132.113322607
97250.9821373,87.3723450752
542476.044449,87.941524559
888303.058706,153.587085061
89944.3192183,118.234010423
36708.1605697,82.6774902881
30612.0370505,113.269378638
1558089.41784,69.1039875633
842117.590483,70.1575253068
76216.5617088,48.9990996191
4575.46592011,119.396334979
81424.8667523,70.8344191499
13764892.6057,110.936911428
1304335.22899,82.2328132196
256355.437736,84.9443126625
273282.685663,73.2179542336
14396013.7752,63.8479758739
7534342.4594,111.76994089
69403.4442079,100.967569167
193115.02412,84.6190951959
731479.736357,90.2459570327
737917.330735,81.105932412
3357161.29479,91.52217998
7286.66535192,100.236445314
1592294.70045,83.9138541783
1651051.71127,105.65995886
10795.3467082,60.5619781263
806644.911229,65.568886901
8968585.27209,88.2425237726
1246450.62451,88.4929553321
243435.970837,53.327536455
15695726.5287,71.0689962691
4144334.6486,98.0078935417
1077.05785883,96.9731756641
248120.785107,73.5612860289
35555.5999742,100.658505588
111881.27838,92.0258108282
105142.974299,97.5676904854
1169563.96507,62.5018797353
3099.01633061,119.776244289
624040.725566,81.5330930589
7307.70387078,93.6901085104
64824.6154276,133.258504364
172040.139796,112.209441249
57171.3668754,65.3394380526
65180.3327354,132.601865325
663728.62439,185.234120001
2809196.86335,65.4859660361
2297540.01991,72.0763277909
114193.181312,53.8721748239
11951.283425,37684.6025304
732868.227601,107.468445425
2016813.37277,77.1335836777
5121853.75368,86.9181026027
472688.232059,67.9369249729
4055199.13196,97.3560026553
17180.0918363,144.994494145
93161.1292517,73.0544748751
91533.0639704,78.5334260944
1972.50885985,115.551708516
331381.743153,74.0724970012
207020.522814,58.2225534454
50620.3858613,90.5975884838
596876.690427,51.5805996263
162865.605485,103.049089488
16354.1776744,98.6095280145
208316.049371,67.0547386222
48496.9366301,57.81125786
192883.548542,115.439140696
136455.967747,116.473559168
283270.339667,99.8444718719
278925.324923,125.607296983
3120880.29168,75.5302665041
413539.534966,82.3124041262
511932.226274,67.5287188029
45069.383961,60.9128960636
193237.910674,81.681762456
155305.487252,100.82180453
86179.6016141,61.4340934215
3620080.92926,76.0836930066
2847870.26437,103.845512089
189057.247849,113.081248802
1654155.2009,79.4342891231
5629774.86091,90.8825180651
14015099.5655,101.218156912
215542.663281,96.3959524857
1090584.21971,71.0325844519
2645808.98347,153.855361989
649680.025072,98.5988832648
1926520.08279,92.6000874992
1282221.55499,100.207095628
247977.274341,91.9714031713
1461580.81684,42.8641928523
88501.3721556,83.8427927212
3727960.7006,117.020315006
233891.570041,97.0761170938
1309417.21162,70.9465487681
127272.877795,84.6703317852
5898177.50018,70.7054409739
18494728.1514,107.120847354
872722.124883,130.494990814
97784.3455127,93.7658790236
614915.820041,103.88909045
2115639.11311,82.1289182162
4558089.92007,95.1674783836
63480.225417,86.9095711603
45228.0888789,86.1034339227
2247503.76919,79.5676439622
1159546.98835,119.336430082
614295.427578,97.4237642177
2403509.79777,89.1140514433
7916.64479926,186.936114979
31137.6527434,106.363804581
186686.615995,105.255448625
152313.131295,80.3689714909
53958.1792813,59.5572882044
149579.2671,103.831981781
3859.59202847,106.150450849
8575.85902486,67.1154527135
13272.5866952,72.6581059094
231760.652978,82.0127549433
486165.413639,116.955383119
326921.564566,91.0414962609
83424.1103863,78.0781950665
845422.867406,79.0303380835
460380.167321,104.950802477
404467.07354,75.1561866003
6495.27225965,88.9241116849
59577.5372233,69.1288317348
1003466.17957,116.367634882
480487.113007,47.190697738
71628.8102713,71.7042163926
123537.108285,113.605634987
255182.481221,149.770703596
2971196.19957,82.4047332398
693524.050922,72.6970143522
100248.151986,136.087683064
543674.664428,105.462172538
252463.328178,90.1496341404
215939.505838,61.5118732275
771917.241956,109.900476182
1880026.74185,100.199553413
10694459.7671,84.6554071742
441646.120338,99.969659605
90170.4857675,102.755469873
219670.950937,95.425867612
581989.141357,71.2746306148
344403.243576,128.150786969
2038806.21016,80.2421474275
1971532.48235,137.480859741
2314377.58163,56.7641996634
11364.5195449,81.0622574288
39652.4730676,70.0289314202
1034972.0312,97.5571375512
2106517.03094,109.949801588
38036.8553548,82.4354345392
4422730.29828,104.042374855
1576228.04627,114.663039855
5082601.62425,81.7102518385
89655.9994016,94.4303030023
466305.573431,89.8413473252
13567.2310186,82.8109613393
4664953.07737,59.6996346683
3523477.90764,126.111259389
4525.40408042,87.6712570222
7140144.34937,166.267349834
988402.093913,86.4024267086
2128690.3064,86.7913043693
843645.771069,83.8772310821
129314.016739,100.416558671
2391278.42891,74.1557962333
395019.532219,104.189150078
1168508.36192,68.7739431905
1014456.06122,105.188945709
34254.7388405,104.675796511
71077.9226942,118.390473877
112904.51778,90.0663374138
51159.4240859,81.0822765223
189149.835333,78.7546771375
102731.966923,140.266394909
54658.4248395,130.24677461
426285.202559,112.322898882
2580327.48197,115.725869016
76612027.8777,106.849953366
5542.1987091,81.1148092989
222736.585452,97.2569981646
13779.8740088,89.7013981853
889925.313398,80.9978788678
953956.963505,94.3776221547
66328.5497898,90.4169981535
207767.996504,115.136550355
54951.9334777,88.9708506374
1697.39145863,84.1262957838
143833.964481,60.1354686092
4608.54121326,129.88702171
1125073.75586,96.2302235579
185411.695193,114.661176753
462659.024461,151.736721925
168418.744325,74.115931441
297454.995235,64.2738728957
11678861.8836,81.2646658164
42582016.204,83.9485482413
6737504.39897,75.8245850483
118398.252684,72.5666634316
183136.692338,94.2863611816
1829584.27058,84.0242605651
25255.9142102,106.052193827
2310368.06442,44.7470161577
138782.622816,111.977243101
25122.5854933,113.214682333
431838.076152,61.0128356713
200785.759555,78.9786476521
3268627.11141,82.2490999483
392324.243225,100.116649473
980450.503472,82.1715867648
558996.224106,102.590761293
1853023.22325,120.641934576
1818938.26924,91.511728343
573743.246947,151.632981016
173014.510155,119.192499864
1384470.1031,86.5910563975
238893.971103,86.1775486957
92594.5340787,94.8221957836
55657.8859981,77.206448148
321689.6465,91.566267946
2613888.59133,161.566598293
61211.4556111,100.492392602
15025980.8804,155.226099426
464476.31007,84.022928551
37906450.6267,101.796447002
105385.976474,86.6825190993
3084697.98893,121.592309445
4129753.55493,83.8520023744
4224267.31905,91.4303805468
122739.299321,73.0461674229
83321.4503774,104.790636993
3792.60589659,97.9713588
1221510.63796,86.6978857516
7400.23290141,82.6696504429
828364.363631,105.331829814
187680180.02,88.3502119314
43077.6676774,89.0685658389
3036390.58801,105.923336819
273345.381797,74.6678119522
985302.731943,64.8440130901
4629.08429657,79.1658159955
91095.3318134,204.60982897
144928.026046,98.1228238939
1947625.80585,110.649038281
12839.7455303,57.2530241507
38469.29074,163.028392686
575165.684178,66.5457059241
20033122.6347,78.8748112303
2001990.79603,66.6252400881
2098571.94931,101.176284076
418751.232791,125.263990537
5836126.16635,103.059571026
62308.534966,110.975857464
129958.05293,94.0679001081
265401.923456,114.189956048
503521.064672,129.168853772
15624.4729533,90.1092794003
751710.470049,79.2098081308
4494920.43748,72.3430089833
664241.010093,83.0182831963
626874.539237,97.4799571792
65059.7297767,99.7353151329
794599.415072,144.13825791
31552.5875744,129.277646448
656066.997102,89.8549778884
596091.454649,79.5679548117
596019.297148,83.9527720776
6447879.62236,83.8020355959
7165.71704956,78.6740633471
1022738.56429,105.663569256
76030179.2961,172.229621731
400797.965514,138.156563743
41184.5003651,74.4636973146
7719521.06463,70.3620631779
27653.1593969,15302.2932565
7322186.42369,99.7847269054
8647409.15808,95.4010733014
1334351.76274,145.931939318
4200325.60863,85.5743106156
30484.8536721,76.83571212
716773.133324,78.0363620756
1511340.54956,126.504137586
452464.685706,105.443741232
166177.667283,128.635116745
231201.809783,61.913079572
6915362.30863,139.635110173
1011748.23158,102.159134381
8440.82312543,124.748816878
3108365.76438,108.695897097
642362.502389,73.8060737512
23389.6764055,101.806526739
421114.961814,101.139928629
15645.0943446,80.3009453513
114360.04068,78.9206997259
401675.740884,67.0684160999
305631.875998,118.720360927
133891.279965,115.093396538
5078.85922831,96.9204623859
21783.7269442,82.1077992479
21185.5359071,70.8649047212
12517.6354892,64.3247492402
7595641.05289,80.9390035522
6859627.36651,131.995969315
16648370.1484,79.4151504021
2716596.52737,64.8841224746
1426440.20051,78.3344486519
1101114.563,89.4354206271
230461.569122,90.7015864438
93415725.1467,127.078148392
1193403.39665,109.620370021
1052201.96858,91.3482829027
250207.205802,148.955124945
7910716.61337,83.0008293472
42084.0186751,97.312158049
609379.321927,109.689920313
100433.719977,71.4824638262
4837.79317783,129.312673068
1506708.41017,67.861319562
1873.37541753,79.9089850962
202072.991419,97.2536253846
756967.287197,106.46396234
1316515.22105,61.9317094273
8954030.82392,70.4697541139
931439.521198,91.9012560107
24444.7483167,133.40259083
23662.6366708,130.710618567
74950.9530114,111.38147643
5022.49611578,84.4095985923
39848412.0809,95.4811043759
788350.342893,89.3936801598
1638177.53758,68.4731439019
261687.19495,90.3508198301
296371.319266,97.0160164752
561587.759693,86.6716754952
104190.418504,56.4807664424
382707.175812,134.709488503
529219.674642,94.1823829875
58344378.935,150.848895612
757809.942782,109.162375835
216303.653841,101.282861054
2175105.56788,103.013648076
149743.646499,99.7954657875
11925.9982563,82.5744910755
89745.3523756,84.6801640822
11049.9645224,96.8922233722
12774.9882773,117.738027361
2326279.05986,89.0155797961
17947858.689,129.894603016
969096.277662,85.9156743016
29596.5445123,107.164696525
2471508.38404,70.9718204459
113556.493144,149.153593391
67956.7862983,70.4822502717
134025.645051,74.9969930966
884759.914836,102.216794456
440847.102054,68.5325333134
59436.2246444,93.6641056045
1669903.01948,72.6631122541
2311394.25345,106.80994843
1653774.23956,96.4556964571
40400.2957852,112.327517084
384169.9957,77.6154799379
28080940.2411,80.7680782119
6496363.87284,66.1336474561
1465095.93299,90.9529501658
12971770.1623,62.2380868556
332162.685597,68.0127477535
2210084.29706,70.436369819
48651.8539082,121.594411365
17937929.1138,103.36913156
980750.218533,113.083640636
538392.467675,91.282918873
144073.29337,69.8725481888
18815.3326863,81.3978487804
6000001.21279,111.269381416
156437.43171,96.5366899809
715592.304358,97.4025906408
95803.2797962,121.668722732
164314.314602,88.7977806221
2828479.2328,111.628362806
1887665.65059,62.3671110746
6416.89141559,146.20226841
8915739.15777,92.2078822639
237889.459263,88.6035452098
538735.029285,118.273416038
93256.8021787,88.3249864676
73412.6385358,97.3064573236
118226.569972,135.156435767
31982.5983548,101.050323276
4422712.06308,83.7055873232
470839.488963,80.8633125547
9447.25585893,75772.2723115
583064.623181,112.677839151
1002809.32589,108.369620879
382282.960492,80.4610237869
497214.068555,81.2770299102
1107357.27602,110.70122946
9837491.72527,148.700554671
207914.351029,83.2189425276
821239.95456,106.284854027
7075.60681089,88.9911041924
3887553.13892,71.8397689855
152985.311896,57.0737084882
90967.4895234,107.419779938
201920.307045,108.914895535
1771409.25362,65.7893127332
1129881.54661,79.5437362292
3556941.99581,70.7152521947
25127.7391448,85.6416683612
182104.168749,90.8232246106
257838.821394,65.9155385119
2938526.13742,61.9647654578
8012579.51478,62.5253512278
172871.052035,111.507427595
636688.176351,80.0054563579
5127226.39262,113.734183544
35010.45162,77.6067182994
6009128.77345,89.0652981686
398128.382301,91.3943763771
160975.940907,126.484876183
36965.6059571,98.0206126897
